VARIABLE,svar,lp,lp_lagaug,lp_gls,varlp_avg
cat1,-0.276890836420929,0.71290491881069,0.673667049662994,-0.485853109290805,0.825970124476579
cat2,1.15317122743146,0.411586504818265,0.72988905616225,-7.92703200881961,1.23625238775647
cat3,-0.358214088735211,-1.06321394777827,-0.794796129472572,2.93791256720618,-1.19023557354366
cat4,0,0,0,0,0
cat5,-2.11045369837443,-0.829827895913878,-0.822489328030006,13.1054813627773,-2.82364958795433
cat6,0,0,0,0,0
cat7,0,0,0,0,0
cat8,0.771711698525033,-0.0830939623951767,-0.146835878553856,-10.4911144947295,1.00598780027044
cat9,-0.521405998974922,0.852378013639036,0.612753542239692,3.15870582594424,0.648949511967847
cat10,0,0,0,0,0
h0,-1.38185158804987,-0.864358063180665,-1.61205742103347,-0.513519498016811,-1.20792209820836
h1,-0.656875662883667,-0.201416931525556,-1.29423695798586,-0.855116104278515,-0.506095094992319
h2,-0.389499349119512,-0.523499000758193,-0.676051828054574,0.146420196961083,-0.353120973815116
h3,-0.624707945439349,-0.211878349484151,-0.865921345821232,-0.907716695568189,-0.362455325631453
h4,-0.991725475196399,-0.138390843666862,-1.71792296724563,-0.179761079674084,-0.501758712165621
h5,-0.1361714480639,-0.540627444798309,-0.583241829458937,-0.584070939033135,-0.314462545498721
h6,0.13760992165693,-0.17109858697325,-0.546772654239385,-1.59776676077293,0.28373809226973
h7,0.312566160521593,0.871749245477702,0.470920485462188,0.314332480623928,0.673164847750207
h8,-0.0317806606229799,0.563525218618878,0.21837608750511,0.352105756141964,0.278998435003937
h9,-0.151713914036962,0.526187407937835,0.197157894657959,0.303756075161152,0.231895096901705
h10,0.0141809916508919,0.984595141961011,0.651135429726793,0.0664717942891025,0.471373527579551
h11,0.0977554714948593,0.615658369111892,0.522257615838839,-0.0651372787697285,-0.0571566950113216
h12,0.157450398733128,0.683382350351764,0.450748073340356,0.107584263186065,0.031661800812654
h13,0.147079941409186,0.948297851070785,0.693652905431481,-1.27936143073821,0.442944030847395
h14,0.116593462419034,1.17324458394719,0.843966318849683,-0.580418346578733,0.398363329388995
h15,0.088970125480105,0.941286907546845,0.608606505994468,-0.198707926635574,0.286581943066639
h16,0.0696029493533198,0.687165213668531,0.407727898276444,0.101412648616097,0.159379222359913
h17,0.0531688086190179,0.786874310555685,0.376384346478297,-0.0249296274647052,0.205970511989275
h18,0.0289986298500948,0.650361357721472,0.0794693215592704,-0.784785015728447,0.148546808542565
h19,0,0,0,0,0
h20,-0.0331652224323185,0.972415836038449,0.141356577306955,-0.144749585627035,-0.163820107366653
